day,orders,gross_sales,discounts,returns,net_sales,shipping,duties,additional_fees,taxes,total_sales
2024-08-24,14,432.270,-190.160,0.000,242.110,0.000,0.000,0.000,4.380,246.490
2024-08-25,7,123.690,-41.890,0.000,81.800,0.000,0.000,0.000,0.000,81.800
2024-08-26,31,820.230,-347.150,-54.900,418.180,0.000,0.000,0.000,0.000,418.180
2024-08-27,10,224.470,-118.690,0.000,105.780,0.000,0.000,0.000,1.450,107.230
2024-08-28,10,229.550,-53.860,0.000,175.690,0.000,0.000,0.000,0.000,175.690
2024-08-29,15,303.240,-127.640,0.000,175.600,0.000,0.000,0.000,0.000,175.600
2024-08-30,14,343.190,-125.660,0.000,217.530,0.000,0.000,0.000,0.000,217.530
2024-08-31,4,99.800,-49.880,0.000,49.920,0.000,0.000,0.000,0.000,49.920
2024-09-01,33,921.260,-361.750,0.000,559.510,0.000,0.000,0.000,0.690,560.200
2024-09-02,16,375.160,-159.600,0.000,215.560,0.000,0.000,0.000,0.000,215.560
2024-09-03,18,514.970,-276.440,0.000,238.530,0.000,0.000,0.000,1.350,239.880
2024-09-04,14,323.240,-117.680,0.000,205.560,0.000,0.000,0.000,1.350,206.910
2024-09-05,11,239.450,-93.760,0.000,145.690,0.000,0.000,0.000,0.000,145.690
2024-09-06,15,363.320,-145.720,0.000,217.600,0.000,0.000,0.000,0.000,217.600
2024-09-07,10,247.470,-73.820,0.000,173.650,0.000,0.000,0.000,1.080,174.730
2024-09-08,11,510.470,-206.250,0.000,304.220,0.000,0.000,0.000,0.000,304.220
2024-09-09,4,179.750,-111.830,0.000,67.920,0.000,0.000,0.000,0.000,67.920
2024-09-10,15,511.200,-209.670,0.000,301.530,0.000,0.000,0.000,0.000,301.530
2024-09-11,29,854.360,-267.360,0.000,587.000,0.000,0.000,0.000,0.580,587.580
2024-09-12,15,303.290,-133.640,0.000,169.650,0.000,0.000,0.000,0.000,169.650
2024-09-13,32,608.390,-448.100,0.000,160.290,0.000,0.000,0.000,1.450,161.740
2024-09-14,13,322.330,-49.080,0.000,273.250,0.000,0.000,0.000,1.080,274.330
2024-09-15,5,115.710,-29.910,0.000,85.800,0.000,0.000,0.000,0.000,85.800
2024-09-16,13,475.150,-69.850,0.000,405.300,0.000,0.000,0.000,0.000,405.300
2024-09-17,7,179.630,-29.910,0.000,149.720,0.000,0.000,0.000,1.080,150.800
2024-09-18,6,131.720,-19.970,0.000,111.750,0.000,0.000,0.000,0.000,111.750
2024-09-19,10,687.320,-19.940,0.000,667.380,0.000,0.000,0.000,16.880,684.260
2024-09-20,17,403.120,-141.640,0.000,261.480,0.000,0.000,0.000,1.450,262.930
2024-09-21,4,71.820,-19.940,0.000,51.880,0.000,0.000,0.000,0.000,51.880
2024-09-22,12,251.410,-75.780,0.000,175.630,0.000,0.000,0.000,0.000,175.630
2024-09-23,13,303.390,-95.810,0.000,207.580,0.000,0.000,0.000,0.000,207.580
2024-09-24,9,195.510,-37.890,-63.920,93.700,0.000,0.000,0.000,0.000,93.700
2024-09-25,14,328.360,-78.820,0.000,249.540,0.000,0.000,0.000,0.000,249.540
2024-09-26,18,407.070,-131.670,0.000,275.400,0.000,0.000,0.000,0.000,275.400
2024-09-27,11,295.450,-111.790,0.000,183.660,0.000,0.000,0.000,0.000,183.660
2024-09-28,9,215.540,-59.820,0.000,155.720,0.000,0.000,0.000,0.000,155.720
2024-09-29,11,235.460,-75.810,0.000,159.650,0.000,0.000,0.000,0.000,159.650
2024-09-30,13,281.340,-87.740,0.000,193.600,0.000,0.000,0.000,1.380,194.980
2024-10-01,12,275.460,-21.330,-19.950,234.180,0.000,0.000,0.000,2.700,236.880
2024-10-02,16,315.260,-36.690,0.000,278.570,0.000,0.000,0.000,1.150,279.720
2024-10-03,12,253.410,-23.720,0.000,229.690,0.000,0.000,0.000,1.150,230.840
2024-10-04,20,506.990,-42.660,-51.870,412.460,0.000,0.000,0.000,9.640,422.100
2024-10-05,18,541.170,-53.220,0.000,487.950,0.000,0.000,0.000,1.190,489.140
2024-10-06,12,211.470,-5.980,0.000,205.490,0.000,0.000,0.000,1.150,206.640
2024-10-07,19,704.910,-83.550,0.000,621.360,0.000,0.000,0.000,1.970,623.330
2024-10-08,8,213.590,-22.740,0.000,190.850,0.000,0.000,0.000,1.190,192.040
2024-10-09,5,167.680,-10.160,0.000,157.520,0.000,0.000,0.000,0.950,158.470
2024-10-10,7,249.670,-77.020,0.000,172.650,0.000,0.000,0.000,0.000,172.650
2024-10-11,12,251.410,-2.990,-15.960,232.460,0.000,0.000,0.000,0.000,232.460
2024-10-12,6,179.740,0.000,0.000,179.740,0.000,0.000,0.000,0.000,179.740
2024-10-13,8,183.630,0.000,0.000,183.630,0.000,0.000,0.000,0.000,183.630
2024-10-14,33,471.380,-332.120,0.000,139.260,0.000,0.000,0.000,0.000,139.260
2024-10-15,13,247.430,-21.340,0.000,226.090,0.000,0.000,0.000,1.160,227.250
2024-10-16,14,267.370,-2.390,0.000,264.980,0.000,0.000,0.000,0.000,264.980
2024-10-17,12,287.360,0.000,0.000,287.360,0.000,0.000,0.000,1.350,288.710
2024-10-18,14,960.010,-2.990,-184.850,772.170,0.000,0.000,0.000,0.000,772.170
2024-10-19,9,191.590,0.000,0.000,191.590,0.000,0.000,0.000,0.000,191.590
2024-10-20,15,363.250,-17.150,0.000,346.100,0.000,0.000,0.000,0.000,346.100
2024-10-21,11,267.430,-19.970,0.000,247.460,0.000,0.000,0.000,1.450,248.910
2024-10-22,6,123.690,0.000,0.000,123.690,0.000,0.000,0.000,0.000,123.690
2024-10-23,3,47.880,0.000,0.000,47.880,0.000,0.000,0.000,0.000,47.880
